critic,fresh,imdb,publication,quote,review_date,rtid,title
Michael Wilmington,fresh,0120082,Chicago Tribune,"A horror movie balancing gore and terror with personality, humor and a nifty gimmick.",2000-01-01,16559,Scream 2
Lisa Schwarzbaum,fresh,0120082,Entertainment Weekly,"A yum-yum cast of pretties pull off the neat trick of affectionately counting the many ways available to horror sequels to suck, without making a sequel that sucks.",2000-01-01,16559,Scream 2
Joe Baltake,fresh,0120082,Sacramento Bee,Most intelligent movie of the moment.,2000-01-01,16559,Scream 2
Andrew O'Hehir,fresh,0120082,Salon.com,"Scream 2 is an ingenious, often hilarious, movie that does nothing to diminish the well-deserved cult reputation of its director.",2000-01-01,16559,Scream 2
Jay Carr,fresh,0120082,Boston Globe,Scream 2 is a clever and wittily manipulative copycat sequel to Scream.,2000-01-01,16559,Scream 2
Bruce Westbrook,fresh,0120082,Houston Chronicle,"The real fun of Scream 2, like Scream, isn't seeing people slaughtered. It's the smart-mouth dialogue and in-joke ironies.",2000-01-01,16559,Scream 2
Sean Means,fresh,0120082,Film.com,"Smart and scary like its predecessor, it delivers the shocks and a fair amount of sly wit.",2000-01-01,16559,Scream 2
Janet Maslin,fresh,0120082,New York Times,Scream 2 has so much tongue-in-cheek trickery that it virtually escapes the horror genre.,2000-01-01,16559,Scream 2
Susan Wloszczyna,fresh,0120082,USA Today,Wes Craven and writer Kevin Williamson have sharpened the focus along with their copycat killer's knives.,2000-01-01,16559,Scream 2
Kevin Thomas,fresh,0120082,Los Angeles Times,There's enough ingenuity and scariness to please plenty of fans of the first film.,2000-01-01,16559,Scream 2
Susan Stark,fresh,0120082,Detroit News,"If you liked Scream, you're going to like Scream 2, simple as that.",2000-01-01,16559,Scream 2
Owen Gleiberman,fresh,0120255,Entertainment Weekly,,2011-09-07,13927,The Sweet Hereafter
Geoff Andrew,none,0120255,Time Out,,2006-02-09,13927,The Sweet Hereafter
Jeff Strickler,fresh,0120255,Minneapolis Star Tribune,A delicate and touching story.,2002-11-06,13927,The Sweet Hereafter
Brendan Kelly,fresh,0120255,Variety,"Canadian writer-director Atom Egoyan's most ambitious work to date, The Sweet Hereafter is a rich, complex meditation on the impact of a terrible tragedy on a small town.",2001-02-14,13927,The Sweet Hereafter
Kenneth Turan,fresh,0120255,Los Angeles Times,"Though this is Egoyan's first adaptation, The Sweet Hereafter could serve as a model for how to do it right.",2001-02-14,13927,The Sweet Hereafter
Mike Clark,fresh,0120255,USA Today,Audience is almost bound to be absorbed for the duration.,2000-01-01,13927,The Sweet Hereafter
Janet Maslin,fresh,0120255,New York Times,"In a season of expertly adapted contemporary fiction (like \""L.A. Confidential\"" and \""The Ice Storm\""), this fusion of Banks's and Egoyan's sensibilities stands as a particularly inspired mix.",2000-01-01,13927,The Sweet Hereafter
Peter Brunette,fresh,0120255,Film.com,a new moral urgency seems to invigorate this film,2000-01-01,13927,The Sweet Hereafter
Roger Ebert,fresh,0120255,Chicago Sun-Times,"This is one of the best films of the year, an unflinching lament for the human condition.",2000-01-01,13927,The Sweet Hereafter
Stephanie Zacharek,fresh,0120255,Salon.com,Elegiac and yet straightforward as haiku,2000-01-01,13927,The Sweet Hereafter
Richard Schickel,fresh,0120255,TIME Magazine,"solemn, subtly structured, beautifully acted and ultimately hypnotic",2000-01-01,13927,The Sweet Hereafter
John Hartl,fresh,0120255,Film.com,"As in Egoyan's Exotica and The Adjuster, past and present are intricately fused by the crisp editing, the mournful shadings of Mychael Danna's score and Paul Sarossy's austere wide-screen cinematography",2000-01-01,13927,The Sweet Hereafter
Joe Baltake,fresh,0120255,Sacramento Bee,"Egoyan sways away from the obvious, eschewing easy tears for something more fiercely intelligent.",2000-01-01,13927,The Sweet Hereafter
Susan Stark,fresh,0120255,Detroit News,,2000-01-01,13927,The Sweet Hereafter
Jeff Millar,fresh,0120255,Houston Chronicle,The film searches for that place in the heart where we feel sadness and squeezes it persuasively.,2000-01-01,13927,The Sweet Hereafter
Edward Guthmann,fresh,0120255,San Francisco Chronicle,"A beautiful elegy about family and community, death and healing...",2000-01-01,13927,The Sweet Hereafter
James Berardinelli,fresh,0120255,ReelViews,The movie has an impact that extends far beyond the walls of a movie theater - a quality shared by a distressingly few of today's releases.,2000-01-01,13927,The Sweet Hereafter
,fresh,0120255,Entertainment Weekly,,1997-11-20,13927,The Sweet Hereafter
Lisa Schwarzbaum,fresh,0120521,Entertainment Weekly,,2011-09-07,13707,The Winter Guest
Deborah Young,none,0120521,Variety,,2009-03-26,13707,The Winter Guest
,none,0120521,Time Out,,2006-01-26,13707,The Winter Guest
,fresh,0120521,Globe and Mail,,2003-04-25,13707,The Winter Guest
Jeff Strickler,none,0120521,Minneapolis Star Tribune,,2002-11-06,13707,The Winter Guest
Kevin Thomas,none,0120521,Los Angeles Times,,2001-02-14,13707,The Winter Guest
,none,0120521,Houston Chronicle,,2000-01-01,13707,The Winter Guest
James Berardinelli,fresh,0120521,ReelViews,,2000-01-01,13707,The Winter Guest
Susan Stark,rotten,0120521,Detroit News,,2000-01-01,13707,The Winter Guest
Ruthe Stein,none,0120521,San Francisco Chronicle,,2000-01-01,13707,The Winter Guest
Roger Ebert,rotten,0120521,Chicago Sun-Times,,2000-01-01,13707,The Winter Guest
Joe Baltake,none,0120521,Sacramento Bee,,2000-01-01,13707,The Winter Guest
Stanley Kauffmann,none,0120521,The New Republic,,2000-01-01,13707,The Winter Guest
Stephen Holden,none,0120521,New York Times,,2000-01-01,13707,The Winter Guest
,fresh,0120521,Entertainment Weekly,,1997-12-24,13707,The Winter Guest
Andrew Sarris,none,0119396,New York Observer,,2007-04-27,13004,Jackie Brown
David Ansen,fresh,0119396,Newsweek,"The tale is filled with funny, gritty Tarantino lowlife gab and a respectable body count, but what is most striking is the film's gallantry and sweetness.",2007-03-13,13004,Jackie Brown
Jonathan Rosenbaum,fresh,0119396,Chicago Reader,"Quentin Tarantino puts together a fairly intricate and relatively uninvolving money-smuggling plot, but his cast is so good that you probably won't feel cheated.",2007-03-13,13004,Jackie Brown
David Edelstein,fresh,0119396,Slate,The film is more Jarmusch than Peckinpah -- its soul is in the minutiae.,2007-03-13,13004,Jackie Brown
Todd McCarthy,fresh,0119396,Variety,"Offers an abundance of pleasures, especially in the realm of characterization and atmosphere.",2007-03-13,13004,Jackie Brown
Owen Gleiberman,fresh,0119396,Entertainment Weekly,It's like a scuzz-bucket film noir directed by Stanley Kubrick at his most static-mesmeric.,2007-02-27,13004,Jackie Brown
Geoff Andrew,fresh,0119396,Time Out,"Tarantino's finest, most mature movie to date.",2006-02-09,13004,Jackie Brown
David Denby,rotten,0119396,New York Magazine,"Working from an Elmore Leonard novel, Tarantino has created a gangster fiction that is never larger than life and sometimes smaller.",2004-08-07,13004,Jackie Brown
Rick Groen,fresh,0119396,Globe and Mail,"Beyond the grasp of most directors, this is tour de force stuff -- definitely meriting the price of admission and almost worth the three-year wait.",2002-04-12,13004,Jackie Brown
Kenneth Turan,rotten,0119396,Los Angeles Times,A leisurely and easygoing diversion that goes down easy enough but is far from compelling.,2001-02-14,13004,Jackie Brown
Jeff Millar,fresh,0119396,Houston Chronicle,Turns out that author Elmore Leonard and director Quentin Tarantino are not the odd couple after all.,2000-01-01,13004,Jackie Brown
Stanley Kauffmann,rotten,0119396,The New Republic,"The flat, self-exposing dud that fate often keeps in store for the initially overpraised.",2000-01-01,13004,Jackie Brown
Mike Clark,fresh,0119396,USA Today,"Between Jackson's opining and De Niro's hopeless alibis when he messes up, Jackie is good for a bundle of bloody ho-ho-hos.",2000-01-01,13004,Jackie Brown
Mick LaSalle,rotten,0119396,San Francisco Chronicle,"Scene by scene, Jackie Brown is amusing, but after two hours, it seems sluggish, and at that point still has a half-hour to go.",2000-01-01,13004,Jackie Brown
Charles Taylor,rotten,0119396,Salon.com,"[Tarantino] wanted to give Grier a role worthy of her, and he has. If only he'd given her a movie worthy of her as well.",2000-01-01,13004,Jackie Brown
Joe Baltake,fresh,0119396,Sacramento Bee,A great actor's movie.,2000-01-01,13004,Jackie Brown
James Berardinelli,fresh,0119396,ReelViews,"An entertaining diversion, but not a masterpiece.",2000-01-01,13004,Jackie Brown
Susan Stark,rotten,0119396,Detroit News,[A] surprisingly sluggish Tarantino piece.,2000-01-01,13004,Jackie Brown
Janet Maslin,rotten,0119396,New York Times,"For all its enthusiasm, this film isn't sharp enough to afford all the time it wastes on small talk, long drives, trips to the mall and favorite songs played on car radios.",2000-01-01,13004,Jackie Brown
Roger Ebert,fresh,0119396,Chicago Sun-Times,"This is the movie that proves Tarantino is the real thing, and not just a two-film wonder boy.",2000-01-01,13004,Jackie Brown
Leonard Klady,none,0119988,Variety,,2009-03-26,15473,Caught Up
Lawrence Van Gelder,none,0119988,New York Times,,2003-05-20,15473,Caught Up
Susan Stark,rotten,0119988,Detroit News,,2000-01-01,15473,Caught Up
Roger Ebert,rotten,0119988,Chicago Sun-Times,,2000-01-01,15473,Caught Up
,none,0119988,Houston Chronicle,,2000-01-01,15473,Caught Up
Joe Baltake,none,0119988,Sacramento Bee,,2000-01-01,15473,Caught Up
James Berardinelli,rotten,0119988,ReelViews,,2000-01-01,15473,Caught Up
Daniel M. Kimmel,fresh,0129758,Variety,"Film is a fascinating documentation of an important chapter in the history of 20th century American intellectuals, but as such will have a limited audience.",2005-04-27,20431,Arguing the World
,none,0129758,Los Angeles Times,,2001-02-14,20431,Arguing the World
Stanley Kauffmann,none,0129758,The New Republic,,2000-01-01,20431,Arguing the World
David Denby,none,0129758,New York Magazine,,2000-01-01,20431,Arguing the World
Stephen Holden,none,0129758,New York Times,,2000-01-01,20431,Arguing the World
Brendan Kelly,none,0120693,Variety,,2009-03-26,15071,Half Baked
Peter Travers,rotten,0120693,Rolling Stone,,2007-08-14,15071,Half Baked
Lawrence Van Gelder,none,0120693,New York Times,,2003-05-20,15071,Half Baked
Bob Heisler,none,0120693,Los Angeles Times,,2001-02-14,15071,Half Baked
Susan Stark,rotten,0120693,Detroit News,,2000-01-01,15071,Half Baked
Lisa Schwarzbaum,rotten,0119099,Entertainment Weekly,,2011-09-07,13474,Fallen
Emanuel Levy,rotten,0119099,Variety,Denzel Washington has the almost impossible task of holding together a convoluted picture that's only intermittently suspenseful and not very engaging emotionally or intellectually.,2008-01-11,13474,Fallen
Lisa Alspector,rotten,0119099,Chicago Reader,"The first half of this movie holds some promise, but time is not on its side.",2008-01-11,13474,Fallen
,fresh,0119099,Time Out,"God (or the Devil) is in the detail: every time a fluid is taken into the body, the fidgety camera zooms in, fascinated, suspicious.",2006-01-26,13474,Fallen
Janet Maslin,fresh,0119099,New York Times,A stylish if seriously far-fetched nightmare.,2003-05-20,13474,Fallen
Jack Mathews,fresh,0119099,Los Angeles Times,"A crafty piece of work, ending with a pair of marvelous twists.",2002-09-26,13474,Fallen
Rick Groen,rotten,0119099,Globe and Mail,A human trifle that can be safely ignored in this eschatological genre.,2002-04-12,13474,Fallen
Joe Baltake,rotten,0119099,Sacramento Bee,This film is essentially God Told Me To with a new paint job.,2000-01-01,13474,Fallen
Jeff Millar,fresh,0119099,Houston Chronicle,"If you have an interest in capital-letter Good and Evil, in the abstract-theological sense, Fallen could engross you.",2000-01-01,13474,Fallen
Susan Stark,rotten,0119099,Detroit News,Unfortunately the film wafts toward Seven turf soon afterward and stalls on a heavy burden of metaphysical chitchat. Washington's dazzling good looks are the only reason to stick with it.,2000-01-01,13474,Fallen
Roger Ebert,rotten,0119099,Chicago Sun-Times,The idea is better than the execution.,2000-01-01,13474,Fallen
James Berardinelli,fresh,0119099,ReelViews,"Despite the negatives, I'm still recommending Fallen on the strength of its complex plot and especially its ending, which I loved.",2000-01-01,13474,Fallen
Mick LaSalle,fresh,0119099,San Francisco Chronicle,"Fallen is not perfect, and eventually it even becomes frustrating. Threads remain loose, and the movie doesn't fully exploit its premise. Still, it would be churlish not to appreciate the ride.",2000-01-01,13474,Fallen
Mike Clark,rotten,0119099,USA Today,An unholy union between Seven and The Exorcist.,2000-01-01,13474,Fallen
,rotten,0119099,Entertainment Weekly,,1997-06-01,13474,Fallen
Jeff Strickler,none,0119734,Minneapolis Star Tribune,,2002-11-06,11267,Music from Another Room
Lisa Schwarzbaum,rotten,0120008,Entertainment Weekly,,2011-09-07,14146,The Replacement Killers
Geoff Andrew,none,0120008,Time Out,,2006-06-24,14146,The Replacement Killers
,rotten,0120008,Globe and Mail,,2003-04-25,14146,The Replacement Killers
,none,0120008,Los Angeles Times,,2001-02-14,14146,The Replacement Killers
Edward Guthmann,none,0120008,San Francisco Chronicle,,2000-01-01,14146,The Replacement Killers
Stephanie Zacharek,none,0120008,Salon.com,,2000-01-01,14146,The Replacement Killers
Joe Baltake,none,0120008,Sacramento Bee,,2000-01-01,14146,The Replacement Killers
Stephen Holden,none,0120008,New York Times,,2000-01-01,14146,The Replacement Killers
,none,0120008,Houston Chronicle,,2000-01-01,14146,The Replacement Killers
James Berardinelli,rotten,0120008,ReelViews,,2000-01-01,14146,The Replacement Killers
Roger Ebert,fresh,0120008,Chicago Sun-Times,,2000-01-01,14146,The Replacement Killers
,fresh,0120008,USA Today,,2000-01-01,14146,The Replacement Killers
Susan Stark,fresh,0120008,Detroit News,,2000-01-01,14146,The Replacement Killers
,rotten,0120008,Entertainment Weekly,,1998-02-06,14146,The Replacement Killers
Lisa Schwarzbaum,rotten,0120184,Entertainment Weekly,,2011-09-07,11101,Sphere
Todd McCarthy,rotten,0120184,Variety,An empty shell.,2008-08-05,11101,Sphere
Derek Adams,rotten,0120184,Time Out,"Three major stars being involved, it all wraps up happily but implausibly.",2006-06-24,11101,Sphere
Jeff Strickler,none,0120184,Minneapolis Star Tribune,,2002-11-06,11101,Sphere
Mick LaSalle,rotten,0120184,San Francisco Chronicle,"The ending, though emotionally satisfying, collapses under scrutiny. This lack of payoff is a real flaw in a film pitched to a discriminating sci-fi mentality.",2002-06-18,11101,Sphere
Rick Groen,rotten,0120184,Globe and Mail,"Given its situational premise -- outer space goes underwater -- Sphere is filled with visual potential, yet Levinson can't tap it. He's just a whole lot more comfortable trying to tame the human software than the technical hardware.",2002-04-12,11101,Sphere
Kenneth Turan,rotten,0120184,Los Angeles Times,"As the umpteenth entrant in the We-Are-Not-Alone sweepstakes, Sphere feels awfully familiar because it is.",2001-02-14,11101,Sphere
Susan Stark,rotten,0120184,Detroit News,,2000-01-01,11101,Sphere
Janet Maslin,fresh,0120184,New York Times,"While this is no quick-witted treat on a par with Mr. Levinson's Wag the Dog, it's a solid thriller with showy scientific overtones.",2000-01-01,11101,Sphere
Joe Baltake,none,0120184,Sacramento Bee,,2000-01-01,11101,Sphere
James Berardinelli,rotten,0120184,ReelViews,"Somewhere out there, maybe there's a small cadre of film-goers who will appreciate Sphere's dubious charms, but I'm not among them.",2000-01-01,11101,Sphere
,rotten,0120184,USA Today,,2000-01-01,11101,Sphere
Charles Taylor,rotten,0120184,Salon.com,Sphere winds up just a load of balls.,2000-01-01,11101,Sphere
Roger Ebert,rotten,0120184,Chicago Sun-Times,"The only excellence is in the acting, and even then the screenplay puts the characters through so many U-turns that dramatic momentum is impossible.",2000-01-01,11101,Sphere
David Denby,rotten,0120184,New York Magazine,There are some things that humankind is just better off not knowing about.,2000-01-01,11101,Sphere
,rotten,0120184,Entertainment Weekly,,1998-02-13,11101,Sphere
Owen Gleiberman,fresh,0118662,Entertainment Weekly,,2011-09-07,19857,Ayn Rand: A Sense of Life
Todd McCarthy,none,0118662,Variety,,2009-03-26,19857,Ayn Rand: A Sense of Life
,rotten,0118662,Globe and Mail,,2004-01-23,19857,Ayn Rand: A Sense of Life
,none,0118662,Los Angeles Times,,2001-02-14,19857,Ayn Rand: A Sense of Life
Mick LaSalle,fresh,0118662,San Francisco Chronicle,,2000-01-01,19857,Ayn Rand: A Sense of Life
,none,0118662,Houston Chronicle,,2000-01-01,19857,Ayn Rand: A Sense of Life
Janet Maslin,none,0118662,New York Times,,2000-01-01,19857,Ayn Rand: A Sense of Life
Joe Baltake,none,0118662,Sacramento Bee,,2000-01-01,19857,Ayn Rand: A Sense of Life
Jonathan Rosenbaum,rotten,0118662,Chicago Reader,,2000-01-01,19857,Ayn Rand: A Sense of Life
Leah Rozen,none,1099212,The Wrap,,2011-10-07,770679045,Twilight
Laremy Legel,rotten,1099212,Film.com,My hope is that the sequels are actual attempts at movies. The world doesn't need any more toothless cinema.,2011-05-06,770679045,Twilight
Manohla Dargis,rotten,1099212,New York Times,"A deeply sincere, outright goofy vampire romance for the hot-not-to-trot abstinence set.",2011-04-08,770679045,Twilight
Trevor Johnston,fresh,1099212,Time Out,"Some will find it all too polite, but compared to rival blockbuster exercises in explosive CGI mayhem, its character-based index of longing and protectiveness at least provides a viable alternative moodscape.",2008-12-19,770679045,Twilight
Ruth Hessey,fresh,1099212,"MovieTime, ABC Radio National","I succumbed to the palpable chemistry between the leads, and remembered my own girlish fantasies with something of a head-spinning rush.",2008-12-12,770679045,Twilight
Ben Mankiewicz,rotten,1099212,At the Movies,I think this film is definitely a victim of it's own expectations.,2008-11-24,770679045,Twilight
Ben Lyons,rotten,1099212,At the Movies,"Unfortunately, it just didn't work.",2008-11-24,770679045,Twilight
Ty Burr,fresh,1099212,Boston Globe,A darn good hunk of pop moviemaking.,2008-11-24,770679045,Twilight
David Denby,fresh,1099212,New Yorker,"Twilight, the first movie adapted from Stephenie Meyer's series of best-selling teen novels, is going to be a big hit with young girls, and deservedly so -- the picture delivers.",2008-11-24,770679045,Twilight
David Edelstein,fresh,1099212,New York Magazine,"Twilight the movie is cautious, a sort of Tiger Beat-ified Twin Peaks. In its undercooked way, though, it's enjoyable.",2008-11-24,770679045,Twilight
Christopher Orr,fresh,1099212,The New Republic,"Twilight is silly and melodramatic and hard to dislike in much the same way as its target audience, with a distinctly teenage sense of tragedy.",2008-11-21,770679045,Twilight
Peter Howell,fresh,1099212,Toronto Star,"Twilight is the Diet Coke of vampire movies, but central to the film's success is that you believe in the love between Edward and Bella.",2008-11-21,770679045,Twilight
Joe Morgenstern,fresh,1099212,Wall Street Journal,"Not that Twilight's fate hangs on intelligibility. It hangs on fangs that aren't bared, and on a bloodlust that isn't indulged.",2008-11-21,770679045,Twilight
Michael O'Sullivan,fresh,1099212,Washington Post,"Twilight works as both love story and vampire story, thanks mainly to the performances of its principals.",2008-11-21,770679045,Twilight
Stephanie Zacharek,fresh,1099212,Salon.com,"Twilight is, by its very nature, all about unfinished business, the story of a brooding, caring romantic hero and the woman who cannot -- although she wants to -- yield to him. Only his eyes penetrate her. For now, that's enough.",2008-11-21,770679045,Twilight
Peter Travers,fresh,1099212,Rolling Stone,My advice: Focus on Pattinson and Stewart. They make you understand why the books sold 17 million copies.,2008-11-21,770679045,Twilight
Kyle Smith,rotten,1099212,New York Post,Combines the plot of HBO's True Blood with the intensity level of Saved by the Bell.,2008-11-21,770679045,Twilight
Elizabeth Weitzman,fresh,1099212,New York Daily News,"Screenwriter Melissa Rosenberg does a decent job adapting the first book in Meyer's series, and despite a tendency toward cheesy effects, Hardwicke keeps things moving swiftly.",2008-11-21,770679045,Twilight
Sara Frederick,fresh,1099212,Miami Herald,"Teenage girls are going to love Twilight, and many are sure to see it more than once. Hang on to those earplugs: This time next year, you'll need them again.",2008-11-21,770679045,Twilight
Amy Biancolli,rotten,1099212,Houston Chronicle,"Gothic wooziness stifles many of Hardwicke's lighter impulses, such as her knack for jiving humor in scenes among friends and family. And some of the more cartoonishly gymnastic CG stunts look plain silly.",2008-11-21,770679045,Twilight
Owen Gleiberman,fresh,0120873,Entertainment Weekly,,2011-09-07,10760,U.S. Marshals
Geoff Andrew,none,0120873,Time Out,,2006-06-24,10760,U.S. Marshals
Jeff Strickler,none,0120873,Minneapolis Star Tribune,,2002-11-06,10760,U.S. Marshals
,rotten,0120873,Globe and Mail,,2002-07-12,10760,U.S. Marshals
Joe Baltake,none,0120873,Sacramento Bee,,2000-01-01,10760,U.S. Marshals
,rotten,0120873,USA Today,,2000-01-01,10760,U.S. Marshals
James Berardinelli,rotten,0120873,ReelViews,,2000-01-01,10760,U.S. Marshals
Susan Stark,rotten,0120873,Detroit News,,2000-01-01,10760,U.S. Marshals
Mick LaSalle,rotten,0120873,San Francisco Chronicle,,2000-01-01,10760,U.S. Marshals
Roger Ebert,rotten,0120873,Chicago Sun-Times,,2000-01-01,10760,U.S. Marshals
,none,0120873,Houston Chronicle,,2000-01-01,10760,U.S. Marshals
Stephen Holden,none,0120873,New York Times,,2000-01-01,10760,U.S. Marshals
,fresh,0120873,Entertainment Weekly,,1997-06-01,10760,U.S. Marshals
Joe Leydon,none,0120241,Variety,,2009-03-26,15750,Suicide Kings
Jeff Strickler,none,0120241,Minneapolis Star Tribune,,2002-11-06,15750,Suicide Kings
,rotten,0120241,Globe and Mail,,2002-04-12,15750,Suicide Kings
Kevin Thomas,none,0120241,Los Angeles Times,,2001-02-14,15750,Suicide Kings
James Berardinelli,fresh,0120241,ReelViews,,2000-01-01,15750,Suicide Kings
Joe Baltake,none,0120241,Sacramento Bee,,2000-01-01,15750,Suicide Kings
Stephen Holden,none,0120241,New York Times,,2000-01-01,15750,Suicide Kings
Peter Stack,fresh,0120241,San Francisco Chronicle,,2000-01-01,15750,Suicide Kings
Jay Carr,rotten,0120241,Boston Globe,,2000-01-01,15750,Suicide Kings
Susan Stark,rotten,0120241,Detroit News,,2000-01-01,15750,Suicide Kings
,rotten,0120241,Entertainment Weekly,,1997-04-17,15750,Suicide Kings
Owen Gleiberman,fresh,0120744,Entertainment Weekly,,2011-09-07,10666,The Man in the Iron Mask
Todd McCarthy,none,0120744,Variety,,2009-03-26,10666,The Man in the Iron Mask
Derek Adams,none,0120744,Time Out,,2006-06-24,10666,The Man in the Iron Mask
Jeff Strickler,none,0120744,Minneapolis Star Tribune,,2002-11-23,10666,The Man in the Iron Mask
,rotten,0120744,Globe and Mail,,2002-04-12,10666,The Man in the Iron Mask
Peter Stack,none,0120744,San Francisco Chronicle,,2001-07-31,10666,The Man in the Iron Mask
,none,0120744,Houston Chronicle,,2001-07-31,10666,The Man in the Iron Mask
,rotten,0120744,USA Today,,2001-07-31,10666,The Man in the Iron Mask
Joe Baltake,none,0120744,Sacramento Bee,,2001-07-31,10666,The Man in the Iron Mask
Susan Stark,fresh,0120744,Detroit News,,2001-07-31,10666,The Man in the Iron Mask
Jay Carr,rotten,0120744,Boston Globe,,2001-07-31,10666,The Man in the Iron Mask
Kenneth Turan,none,0120744,Los Angeles Times,,2001-07-31,10666,The Man in the Iron Mask
Roger Ebert,rotten,0120744,Chicago Sun-Times,,2001-07-31,10666,The Man in the Iron Mask
James Berardinelli,rotten,0120744,ReelViews,,2001-07-31,10666,The Man in the Iron Mask
Stephanie Zacharek,none,0120744,Salon.com,,2001-07-31,10666,The Man in the Iron Mask
Janet Maslin,none,0120744,New York Times,,2001-07-31,10666,The Man in the Iron Mask
,fresh,0120744,Entertainment Weekly,,1998-03-13,10666,The Man in the Iron Mask
Owen Gleiberman,rotten,0120510,Entertainment Weekly,,2011-09-07,11600,Wide Awake
Emanuel Levy,none,0120510,Variety,,2009-04-03,11600,Wide Awake
Kevin Thomas,fresh,0120510,Los Angeles Times,"A wonderful family film that deals sensitively, and even with humor, with a fairly unusual situation for the screen: a 9-year-old's struggles with his faith in God.",2001-02-14,11600,Wide Awake
Peter Stack,rotten,0120510,San Francisco Chronicle,"Children, too, will be bored to tears navigating through some of the talky spiritual gunk.",2000-01-01,11600,Wide Awake
James Berardinelli,fresh,0120510,ReelViews,"I was aware of the problems, but that didn't diminish the warm, fuzzy glow I was experiencing.",2000-01-01,11600,Wide Awake
Jeff Millar,rotten,0120510,Houston Chronicle,"The fact is, just too many of the characters and plot points are right out of the stock room: the obligatory fat kid; the obligatory bully; the obligatory kid whose parents can't really afford Catholic school tuition ...",2000-01-01,11600,Wide Awake
Stephen Holden,rotten,0120510,New York Times,"Beneath its suffocating, smug sentimentality, you have to look hard to uncover a single moment of truth and genuine feeling.",2000-01-01,11600,Wide Awake
Joe Baltake,none,0120510,Sacramento Bee,,2000-01-01,11600,Wide Awake
Susan Stark,rotten,0120510,Detroit News,,2000-01-01,11600,Wide Awake
Roger Ebert,rotten,0120510,Chicago Sun-Times,I wonder who the movie was made for.,2000-01-01,11600,Wide Awake
Lisa Schwarzbaum,rotten,0120793,Entertainment Weekly,,2011-09-07,14324,A Price Above Rubies
Emanuel Levy,none,0120793,Variety,,2008-08-07,14324,A Price Above Rubies
Derek Adams,none,0120793,Time Out,,2006-06-24,14324,A Price Above Rubies
,rotten,0120793,Globe and Mail,,2002-04-12,14324,A Price Above Rubies
Janet Maslin,none,0120793,New York Times,,2000-01-01,14324,A Price Above Rubies
,none,0120793,Houston Chronicle,,2000-01-01,14324,A Price Above Rubies
Roger Ebert,fresh,0120793,Chicago Sun-Times,,2000-01-01,14324,A Price Above Rubies
Susan Stark,fresh,0120793,Detroit News,,2000-01-01,14324,A Price Above Rubies
Joe Baltake,none,0120793,Sacramento Bee,,2000-01-01,14324,A Price Above Rubies
Charles Taylor,none,0120793,Salon.com,,2000-01-01,14324,A Price Above Rubies
James Berardinelli,rotten,0120793,ReelViews,,2000-01-01,14324,A Price Above Rubies
,rotten,0120793,Entertainment Weekly,,1998-03-25,14324,A Price Above Rubies
Leonard Klady,none,0119305,Variety,,2009-03-26,14063,Homegrown
Glenn Abel,fresh,0119305,Hollywood Reporter,,2004-06-04,14063,Homegrown
,fresh,0119305,Globe and Mail,,2002-04-12,14063,Homegrown
Lawrence Van Gelder,none,0119305,New York Times,,2000-01-01,14063,Homegrown
Mick LaSalle,none,0119305,San Francisco Chronicle,,2000-01-01,14063,Homegrown
Joe Baltake,none,0119305,Sacramento Bee,,2000-01-01,14063,Homegrown
,rotten,0119305,Entertainment Weekly,,1998-01-01,14063,Homegrown
Owen Gleiberman,fresh,0119905,Entertainment Weekly,,2011-09-07,13247,The Players Club
Roger Ebert,fresh,0119905,Chicago Sun-Times,,2000-01-01,13247,The Players Club
Jay Carr,rotten,0119905,Boston Globe,,2000-01-01,13247,The Players Club
Peter Stack,none,0119905,San Francisco Chronicle,,2000-01-01,13247,The Players Club
Susan Stark,fresh,0119905,Detroit News,,2000-01-01,13247,The Players Club
Joe Baltake,none,0119905,Sacramento Bee,,2000-01-01,13247,The Players Club
,rotten,0119905,USA Today,,2000-01-01,13247,The Players Club
Janet Maslin,none,0119905,New York Times,,2000-01-01,13247,The Players Club
,fresh,0119905,Entertainment Weekly,,1998-04-08,13247,The Players Club
Lisa Schwarzbaum,fresh,0120728,Entertainment Weekly,,2011-09-07,14733,The Last Days of Disco
Owen Gleiberman,fresh,0120728,Entertainment Weekly,,2011-09-07,14733,The Last Days of Disco
Todd McCarthy,none,0120728,Variety,,2009-03-26,14733,The Last Days of Disco
Andrew Sarris,none,0120728,New York Observer,,2007-04-27,14733,The Last Days of Disco
Geoff Andrew,none,0120728,Time Out,,2006-02-09,14733,The Last Days of Disco
,fresh,0120728,Globe and Mail,,2003-04-25,14733,The Last Days of Disco
Jeff Strickler,none,0120728,Minneapolis Star Tribune,,2002-11-06,14733,The Last Days of Disco
Kenneth Turan,fresh,0120728,Los Angeles Times,Sharp-eyed and charming.,2001-02-14,14733,The Last Days of Disco
Laura Miller,fresh,0120728,Salon.com,The pleasures in The Last Days of Disco come when the friends rant and quarrel and sulk and circle each other with an unstable mixture of need and resentment.,2000-01-01,14733,The Last Days of Disco
Joe Baltake,fresh,0120728,Sacramento Bee,In spite of itself -- in spite of Stillman -- this is a lively and often endearing entertainment.,2000-01-01,14733,The Last Days of Disco
Roger Ebert,fresh,0120728,Chicago Sun-Times,[Stillman] nails his characters with perfectly heard dialogue and laconic satire.,2000-01-01,14733,The Last Days of Disco
